id,c_claveprodserv,descripcion
catalogos.claveprodserv47381,60101104,Máquinas electrónicas de pruebas
catalogos.claveprodserv47382,60101200,Incentivos educativos
catalogos.claveprodserv47383,60101201,Adhesivos de seguimiento basados en la biblia
catalogos.claveprodserv47384,60101202,Tablas de incentivo basados en la biblia
catalogos.claveprodserv47385,60101203,Adhesivos para pegar en las tablas de incentivo
catalogos.claveprodserv47386,60101204,Tablas de incentivo
catalogos.claveprodserv47387,60101205,Tarjetas perforadas de incentivo
catalogos.claveprodserv47388,60101300,Adhesivos educativos y suministros
catalogos.claveprodserv47389,60101301,Adhesivos basados en la biblia
catalogos.claveprodserv47390,60101302,Adhesivos gigantes
catalogos.claveprodserv47391,60101304,Adhesivos de fotos
catalogos.claveprodserv47392,60101305,Adhesivos de recompensa
catalogos.claveprodserv47393,60101306,Adhesivos perfumados
catalogos.claveprodserv47394,60101307,Adhesivos de formas
catalogos.claveprodserv47395,60101308,Adhesivos brillantes
catalogos.claveprodserv47396,60101309,Adhesivos de recompensa con forma de estrella
catalogos.claveprodserv47397,60101310,Surtidos de adhesivos
catalogos.claveprodserv47398,60101311,Libros de adhesivos
catalogos.claveprodserv47399,60101312,Cajas de adhesivos
catalogos.claveprodserv47400,60101313,Calcomanías para tatuaje
catalogos.claveprodserv47401,60101314,Tarjetas didácticas de sumas
catalogos.claveprodserv47402,60101315,Tarjetas didácticas de cultura general
catalogos.claveprodserv47403,60101316,Tarjetas didácticas en blanco
catalogos.claveprodserv47404,60101317,Tarjetas didácticas de divisiones
catalogos.claveprodserv47405,60101318,Tarjetas didácticas electrónicas
catalogos.claveprodserv47406,60101319,Tarjetas didácticas de equivalencias
catalogos.claveprodserv47407,60101320,Tarjetas didácticas de fracciones
catalogos.claveprodserv47408,60101321,Tarjetas didácticas de mayor que o menor que
catalogos.claveprodserv47409,60101322,Tarjetas didácticas de multiplicaciones
catalogos.claveprodserv47410,60101323,Tarjetas didácticas de restas
catalogos.claveprodserv47411,60101324,Tarjetas didácticas del alfabeto
catalogos.claveprodserv47412,60101325,Tarjetas didácticas de construcción de palabras
catalogos.claveprodserv47413,60101326,Tarjetas didácticas de fonética
catalogos.claveprodserv47414,60101327,Tarjetas didácticas de escritura o escritura a mano
catalogos.claveprodserv47415,60101328,Tarjetas didácticas de los números
catalogos.claveprodserv47416,60101329,Tarjetas didácticas del dinero
catalogos.claveprodserv47417,60101330,Tarjetas didácticas de la hora
catalogos.claveprodserv47418,60101331,Tarjetas de los estados (departamentos)
catalogos.claveprodserv47419,60101400,Premios de la clase
catalogos.claveprodserv47420,60101401,Insignias
catalogos.claveprodserv47421,60101402,Botones de premio
catalogos.claveprodserv47422,60101403,Coronas de celebración
catalogos.claveprodserv47423,60101404,Joyas de recompense
catalogos.claveprodserv47424,60101405,Cintas o escarapelas para el salón de clases
catalogos.claveprodserv47425,60101600,Diplomas o certificados educativos
catalogos.claveprodserv47426,60101601,Certificados basados en la biblia
catalogos.claveprodserv47427,60101602,Certificados en blanco
catalogos.claveprodserv47428,60101603,Marcos para certificados
catalogos.claveprodserv47429,60101604,Soportes para certificados
catalogos.claveprodserv47430,60101605,Cintas para certificados
catalogos.claveprodserv47431,60101606,Diplomas
catalogos.claveprodserv47432,60101607,Certificados de idioma extranjero
catalogos.claveprodserv47433,60101608,Certificados de buena actitud
catalogos.claveprodserv47434,60101609,Certificados específicos de grado
catalogos.claveprodserv47435,60101610,Certificados específicos de asignatura
catalogos.claveprodserv47436,60101700,Materiales de recursos del profesor
catalogos.claveprodserv47437,60101701,Libros de recursos para la evaluación
catalogos.claveprodserv47438,60101702,Calendarios o recortables
catalogos.claveprodserv47439,60101703,Materiales pedagógicos para la formación del carácter
catalogos.claveprodserv47440,60101704,Libros de actividades en clase
catalogos.claveprodserv47441,60101705,Materiales pedagógicos para el pensamiento crítico
catalogos.claveprodserv47442,60101706,Guías para planes de estudios integrados
catalogos.claveprodserv47443,60101707,Guías para el plan de estudios
catalogos.claveprodserv47444,60101708,Gráficos de tela
catalogos.claveprodserv47445,60101709,Materiales para flanelógrafos
catalogos.claveprodserv47446,60101710,Regalos del educador
catalogos.claveprodserv47447,60101711,Sellos para calificar
catalogos.claveprodserv47448,60101712,Pases (permisos) para salir al pasillo
catalogos.claveprodserv47449,60101713,Materiales pedagógicos para la educación en el hogar
catalogos.claveprodserv47450,60101714,Recursos para tareas en casa
catalogos.claveprodserv47451,60101715,Libros de ideas
catalogos.claveprodserv47452,60101716,Materiales para tableros magnéticos
catalogos.claveprodserv47453,60101717,Placas o etiquetas de identificación
catalogos.claveprodserv47454,60101718,Libros de planificación del profesor
catalogos.claveprodserv47455,60101719,Cartelera con bolsillos
catalogos.claveprodserv47456,60101720,Postales de comunicación del profesor
catalogos.claveprodserv47457,60101721,Libros de recursos profesionales para el profesor
catalogos.claveprodserv47458,60101722,Libros de calificaciones de la clase del profesor
catalogos.claveprodserv47459,60101723,Diagramas de asientos de los estudiantes en el salón de clases
catalogos.claveprodserv47460,60101724,Carpetas o formularios del profesor suplente
catalogos.claveprodserv47461,60101725,Libros de actividades o recursos tecnológicos
catalogos.claveprodserv47462,60101726,Guías de referencia sobre tecnología
catalogos.claveprodserv47463,60101727,Materiales pedagógicos  para hacer exámenes
catalogos.claveprodserv47464,60101728,Materiales de pedagógicos para unidades temáticas
catalogos.claveprodserv47465,60101729,Kits de enseñanza para bachillerato básico
catalogos.claveprodserv47466,60101730,Manuales de laboratorio
catalogos.claveprodserv47467,60101731,Rollos o tiras de frases
catalogos.claveprodserv47468,60101732,Punteros
catalogos.claveprodserv47469,60101800,Recursos educativos de las clases religiosas
catalogos.claveprodserv47470,60101801,Guías de referencia bíblica
catalogos.claveprodserv47471,60101802,Obras de teatro basadas en la biblia
catalogos.claveprodserv47472,60101803,Libros de actividades o recursos basados en la biblia
catalogos.claveprodserv47473,60101804,Libros de recursos para actividades en la escuela dominical
catalogos.claveprodserv47474,60101805,Recursos para escuelas bíblicas de vacaciones
catalogos.claveprodserv47475,60101806,Emblemas o símbolos sagrados
catalogos.claveprodserv47476,60101807,Rosarios
catalogos.claveprodserv47477,60101808,Ruedas de oración
catalogos.claveprodserv47478,60101809,Suministros o kits de productos religiosos
catalogos.claveprodserv47479,60101810,Patenas
catalogos.claveprodserv47480,60101811,Vestimentas
catalogos.claveprodserv47481,60101900,Recursos y materiales de destreza alfabética
catalogos.claveprodserv47482,60101901,Libros de actividades del alfabeto
catalogos.claveprodserv47483,60101902,Cubos con el alfabeto
catalogos.claveprodserv47484,60101903,Cintas adhesivas de escritorio con el alfabeto
catalogos.claveprodserv47485,60101904,Kits del alfabeto
catalogos.claveprodserv47486,60101905,Fichas con letras del alfabeto
catalogos.claveprodserv47487,60101906,Postales con el alfabeto
catalogos.claveprodserv47488,60101907,Guías de referencia del alfabeto
catalogos.claveprodserv47489,60101908,Libros de recursos del alfabeto
catalogos.claveprodserv47490,60101909,Sellos del alfabeto
catalogos.claveprodserv47491,60101910,Tarjetas del alfabeto para murales
catalogos.claveprodserv47492,60101911,Alfabetos táctiles
catalogos.claveprodserv47493,60102000,Materiales de recursos de creación de palabras y accesorios
catalogos.claveprodserv47494,60102001,Espejos para uso logopédico
catalogos.claveprodserv47495,60102002,Materiales pedagógicos para ortografía
catalogos.claveprodserv47496,60102003,Libros de actividades para construcción de palabras
catalogos.claveprodserv47497,60102004,Kits para construcción de palabras
catalogos.claveprodserv47498,60102005,Libros de recursos para construcción de palabras
catalogos.claveprodserv47499,60102006,Fichas para construcción de palabras
catalogos.claveprodserv47500,60102007,Murales de palabras
catalogos.claveprodserv47501,60102100,Materiales de recursos de lenguaje
catalogos.claveprodserv47502,60102101,Libros de recursos de adjetivos
catalogos.claveprodserv47503,60102102,Libros de recursos de adverbios
catalogos.claveprodserv47504,60102103,Libros de recursos de gramática
catalogos.claveprodserv47505,60102104,Libros de recursos de sustantivos
catalogos.claveprodserv47506,60102105,Libros de recursos de puntuación
catalogos.claveprodserv47507,60102106,Libros de recursos de verbos
catalogos.claveprodserv47508,60102200,Materiales de recursos de fonética y accesorios
catalogos.claveprodserv47509,60102201,Libros de actividades de fonética
catalogos.claveprodserv47510,60102202,Tarjetas de ejercicios fonéticos de repetición
catalogos.claveprodserv47511,60102203,Kit de fonética
catalogos.claveprodserv47512,60102204,Tarjetas de imágenes de fonética
catalogos.claveprodserv47513,60102205,Libros de recursos de fonética
catalogos.claveprodserv47514,60102206,Fichas de fonética
catalogos.claveprodserv47515,60102300,Libros de lectura y recursos
catalogos.claveprodserv47516,60102301,Libros de actividades de lectura
catalogos.claveprodserv47517,60102302,Libros de lectura para principiantes
catalogos.claveprodserv47518,60102303,Libros de literatura infantil basados en la biblia
catalogos.claveprodserv47519,60102304,Libros de literatura infantil
catalogos.claveprodserv47520,60102305,Habilidades para la lectura crítica
catalogos.claveprodserv47521,60102306,Flanelógrafos
catalogos.claveprodserv47522,60102307,Libros de recursos de poesía
catalogos.claveprodserv47523,60102308,Materiales de comprensión de lectura
catalogos.claveprodserv47524,60102309,Kits o materiales de desarrollo de la lectura
catalogos.claveprodserv47525,60102310,Libros de recursos de lectura
catalogos.claveprodserv47526,60102311,Unidades temáticas de lectura
catalogos.claveprodserv47527,60102312,Libros de recursos o actividades de vocabulario.
catalogos.claveprodserv47528,60102400,Recursos de cuenta y temprano aprendizaje de matemáticas y accesorios
catalogos.claveprodserv47529,60102401,Abacos
catalogos.claveprodserv47530,60102402,Libros de recursos o actividades para trabajar con material didáctico manipulable de matemáticas temprana
catalogos.claveprodserv47531,60102403,Tarjetas de actividades para trabajar material didáctico manipulable de matemáticas temprana
catalogos.claveprodserv47532,60102404,Cuentas o sets de actividades con cuentas para matemáticas temprana
catalogos.claveprodserv47533,60102405,Contadores o sets de actividades con contadores para matemáticas temprana
catalogos.claveprodserv47534,60102406,Bandejas o boles para contar o clasificar para matemáticas tempranas
catalogos.claveprodserv47535,60102407,Cordones o sets de cordones para matemáticas temprana
catalogos.claveprodserv47536,60102408,Material didáctico manipulable de vinculación o sets de actividades de vinculación para matemáticas temprana
catalogos.claveprodserv47537,60102409,Fichas para juegos de matemáticas
catalogos.claveprodserv47538,60102410,Tarjetas con números
catalogos.claveprodserv47539,60102411,Modelos con formas de números o accesorios
catalogos.claveprodserv47540,60102412,Tableros perforados para matemáticas básicas
catalogos.claveprodserv47541,60102413,Ganchos para tablero perforado para  matemáticas temprana
catalogos.claveprodserv47542,60102414,Material didácticos manipulativos de clasificación o sets de actividades de clasificación para matemáticas temprana
catalogos.claveprodserv47543,60102500,Recursos y materiales de numeración y operaciones matemáticas básicas
catalogos.claveprodserv47544,60102501,Libros de recursos o de actividades de la suma
catalogos.claveprodserv47545,60102502,Modelos de las operaciones básicas
catalogos.claveprodserv47546,60102503,Guías de referencia de las operaciones básicas
catalogos.claveprodserv47547,60102504,Libros de recursos o actividades de la división
catalogos.claveprodserv47548,60102505,Libros de recursos o actividades de la multiplicación
catalogos.claveprodserv47549,60102506,Libros de recursos o actividades de la resta
catalogos.claveprodserv47550,60102507,Cintas adhesivas de escritorio con los números
catalogos.claveprodserv47551,60102508,Tableros o gráficas del uno al cien
catalogos.claveprodserv47552,60102509,Fichas con números del uno al cien
catalogos.claveprodserv47553,60102510,Kits de números
catalogos.claveprodserv47554,60102511,Rectas numéricas
catalogos.claveprodserv47555,60102512,libros de recursos o actividades de numeración
catalogos.claveprodserv47556,60102513,Dominós
catalogos.claveprodserv47557,60102600,"Materiales de recursos del profesor de resolución de problemas, datos, posibilidades y probabilidades"
catalogos.claveprodserv47558,60102601,Fichas o contadores de dos caras
catalogos.claveprodserv47559,60102602,Pirinolas
catalogos.claveprodserv47560,60102603,Juegos de dados
catalogos.claveprodserv47561,60102604,Libros de recursos o actividades de probabilidades
catalogos.claveprodserv47562,60102605,Libros de recursos o actividades de lógica
catalogos.claveprodserv47563,60102606,Bloques de atributos
catalogos.claveprodserv47564,60102607,Tarjetas de actividades de bloques de atributos
catalogos.claveprodserv47565,60102608,Libros de recursos o actividades de atributos
catalogos.claveprodserv47566,60102609,Esterilla de representación gráfica
catalogos.claveprodserv47567,60102610,Libros de recursos o actividades de representación gráfica
catalogos.claveprodserv47568,60102611,Juegos de lógica
catalogos.claveprodserv47569,60102612,Kits o sets de atributos
catalogos.claveprodserv47570,60102613,Libros de recursos o actividades de resolución de problemas
catalogos.claveprodserv47571,60102614,Tarjetas de actividades de resolución de problemas
catalogos.claveprodserv47572,60102700,"Materiales de recursos del profesor de pensamiento lógico, percepción espacial, identificación de coincidencias y patrones"
catalogos.claveprodserv47573,60102701,Libros de recursos o actividades de bloques geométricos o de bloques para patrones
catalogos.claveprodserv47574,60102702,Bloques para patrones
catalogos.claveprodserv47575,60102703,Tarjetas de patrones o actividades de bloques para patrones
catalogos.claveprodserv47576,60102704,Sets de actividades o juegos de bloques para patrones
catalogos.claveprodserv47577,60102705,Adhesivos de bloques para patrones
catalogos.claveprodserv47578,60102706,Espejo de bloques para patrones
catalogos.claveprodserv47579,60102707,Afiches o tablas de bloques para patrones
catalogos.claveprodserv47580,60102708,Bloques lógicos
catalogos.claveprodserv47581,60102709,Tarjetas de patrones o actividades de bloques lógicos
catalogos.claveprodserv47582,60102710,Sets de actividades de bloques lógicos
catalogos.claveprodserv47583,60102711,Libros de recursos o actividades del tangram
catalogos.claveprodserv47584,60102712,Tarjetas de patrones o actividades del tangram
catalogos.claveprodserv47585,60102713,Sets de actividades de rompecabezas tangram
catalogos.claveprodserv47586,60102714,Rompecabezas tangram
catalogos.claveprodserv47587,60102715,Libros de recursos y actividades de pentominós
catalogos.claveprodserv47588,60102717,Pentominós
catalogos.claveprodserv47589,60102718,Sets de actividades de pentominós
catalogos.claveprodserv47590,60102800,Materiales de recursos del profesor de valor de posición y base diez
catalogos.claveprodserv47591,60102801,Bloques de base diez
catalogos.claveprodserv47592,60102802,Libros de recursos o actividades de base diez o valor posicional
catalogos.claveprodserv47593,60102803,Tarjetas de actividades de  base diez o valor posicional
catalogos.claveprodserv47594,60102804,Sellos de caucho de base diez
catalogos.claveprodserv47595,60102805,Cuadrículas de valor posicional
catalogos.claveprodserv47596,60102806,Sets de actividades o juegos de valor posicional
catalogos.claveprodserv47597,60102807,Modelos o accesorios de valor posicional
catalogos.claveprodserv47598,60102900,Materiales de recursos del profesor del dinero y la hora
catalogos.claveprodserv47599,60102901,Libros de recursos o actividades sobre el dinero
catalogos.claveprodserv47600,60102902,Billetes de juego para la clase
catalogos.claveprodserv47601,60102903,Monedas de juego para la clase
catalogos.claveprodserv47602,60102904,Cubos o dados de monedas
catalogos.claveprodserv47603,60102905,Dinero magnético
catalogos.claveprodserv47604,60102906,Filminas de billetes
catalogos.claveprodserv47605,60102907,Filminas de monedas
catalogos.claveprodserv47606,60102908,Rompecabezas del dinero
catalogos.claveprodserv47607,60102909,Sellos de caucho del dinero
catalogos.claveprodserv47608,60102910,Alcancía de monedas
catalogos.claveprodserv47609,60102911,Kits o juegos del dinero
catalogos.claveprodserv47610,60102912,Cajas registradoras de juguete
catalogos.claveprodserv47611,60102913,Guías de referencia del dinero
catalogos.claveprodserv47612,60102914,Libros de recursos o actividades de la hora
catalogos.claveprodserv47613,60102915,Sellos de caucho de la hora
catalogos.claveprodserv47614,60102916,Kits de la hora
catalogos.claveprodserv47615,60102917,Guías de referencia de la hora
catalogos.claveprodserv47616,60103000,"Fracciones, pentominós y materiales de enseñanza de decimales"
catalogos.claveprodserv47617,60103001,Círculos o cuadrados de fracciones
catalogos.claveprodserv47618,60103002,Cuadrados de decimales
catalogos.claveprodserv47619,60103003,Libros de actividades de fracciones
catalogos.claveprodserv47620,60103004,Barras de fracciones
catalogos.claveprodserv47621,60103005,Gráficos de fracciones
catalogos.claveprodserv47622,60103006,Dados de fracciones
catalogos.claveprodserv47623,60103007,Juegos de fracciones
catalogos.claveprodserv47624,60103008,Kits de fracciones
catalogos.claveprodserv47625,60103009,Fichas con fracciones
catalogos.claveprodserv47626,60103010,Discos con fracciones
catalogos.claveprodserv47627,60103012,Libro de actividades de pentominós
catalogos.claveprodserv47628,60103013,Tarjetas de patrones de pentominós
catalogos.claveprodserv47629,60103100,Materiales de recursos del profesor de geometría
catalogos.claveprodserv47630,60103101,Libros de recursos o  actividades de geometría
catalogos.claveprodserv47631,60103102,Afiches o cuadros de geometría
catalogos.claveprodserv47632,60103103,Tableros geométricos
catalogos.claveprodserv47633,60103104,Sets de construcción de formas geométricas
catalogos.claveprodserv47634,60103105,Tableros geométricos de doble cara
catalogos.claveprodserv47635,60103106,Kits de actividades o juegos para tableros geométricos
catalogos.claveprodserv47636,60103107,Bandas elásticas para tableros geométricos
catalogos.claveprodserv47637,60103108,Tarjetas de actividades de tableros geométricos
catalogos.claveprodserv47638,60103109,Instrumentos de dibujo geométrico para la pizarra
catalogos.claveprodserv47639,60103110,Guías de referencia de geometría
catalogos.claveprodserv47640,60103111,Espejo geométrico
catalogos.claveprodserv47641,60103112,Modelos geométricos sólidos
catalogos.claveprodserv47642,60103200,Materiales de recursos del profesor de álgebra
catalogos.claveprodserv47643,60103201,Libros de recursos o de actividades de álgebra
catalogos.claveprodserv47644,60103202,Cubos de centímetro
catalogos.claveprodserv47645,60103203,Guías de referencia de preálgebra o álgebra
catalogos.claveprodserv47646,60103204,Modelos o accesorios de álgebra
catalogos.claveprodserv47647,60103300,Materiales de recursos del profesor de precálculo y cálculo
catalogos.claveprodserv47648,60103301,Libros de recursos o actividades de cálculo
catalogos.claveprodserv47649,60103302,Guías de referencia de precálculo o cálculo
catalogos.claveprodserv47650,60103303,Libros de recursos o actividades de precálculo
catalogos.claveprodserv47651,60103400,Recursos de habilidad de lectura de mapas y geografía y accesorios
catalogos.claveprodserv47652,60103401,Afiches o carteles de geografía
catalogos.claveprodserv47653,60103402,Libros de recursos o actividades de los continentes
catalogos.claveprodserv47654,60103403,Materiales de aprendizaje electrónico de ciencias sociales
catalogos.claveprodserv47655,60103404,Guías de referencia de geografía
catalogos.claveprodserv47656,60103405,Estantes para mapas
catalogos.claveprodserv47657,60103406,Kits de plantillas de mapas
catalogos.claveprodserv47658,60103407,Mapas murales portátiles
catalogos.claveprodserv47659,60103408,Libros de recursos o actividades de geografía
catalogos.claveprodserv47660,60103409,Medidores de mapas
catalogos.claveprodserv47661,60103410,Material didáctico para la enseñanza de mapas
catalogos.claveprodserv47662,60103500,Ciencias políticas
catalogos.claveprodserv47663,60103501,Libros de recursos o actividades de economía
catalogos.claveprodserv47664,60103502,Libros de recursos o actividades del gobierno
catalogos.claveprodserv47665,60103503,Guías de referencia del gobierno
catalogos.claveprodserv47666,60103504,Unidades temáticas de los estados
catalogos.claveprodserv47667,60103600,Recursos y actividades multiculturales
catalogos.claveprodserv47668,60103601,Recursos de civilizaciones de la antigüedad
catalogos.claveprodserv47669,60103602,"Recursos de tradiciones, rituales o costumbres"
catalogos.claveprodserv47670,60103603,Recursos de diversidad étnica
catalogos.claveprodserv47671,60103604,Recursos de genealogía
catalogos.claveprodserv47672,60103605,Recursos para festivos multiculturales
catalogos.claveprodserv47673,60103606,Unidades temáticas multiculturales
catalogos.claveprodserv47674,60103700,Recursos de lenguas extranjeras
catalogos.claveprodserv47675,60103701,Recursos para aprender a hablar español
catalogos.claveprodserv47676,60103702,Recursos para aprender a hablar francés
catalogos.claveprodserv47677,60103703,Recursos para aprender a hablar alemán
catalogos.claveprodserv47678,60103704,Recursos para aprender a hablar inglés
catalogos.claveprodserv47679,60103705,Recursos para aprender a hablar latín
catalogos.claveprodserv47680,60103706,Recursos para aprender a hablar italiano
catalogos.claveprodserv47681,60103800,Recursos de enseñanza de historia
catalogos.claveprodserv47682,60103801,Libros de recursos de historia africana
catalogos.claveprodserv47683,60103802,Afiches o cuadros de historia
catalogos.claveprodserv47684,60103803,Libros de recursos de historia europea
catalogos.claveprodserv47685,60103804,Mapas históricos
catalogos.claveprodserv47686,60103805,Unidades temáticas de historia
catalogos.claveprodserv47687,60103806,Tarjetas de fotos de historia
catalogos.claveprodserv47688,60103807,Libros de recursos de historia
catalogos.claveprodserv47689,60103808,Recursos de historia de la mujer
catalogos.claveprodserv47690,60103809,Recursos de historia mundial
catalogos.claveprodserv47691,60103900,"Organismos vivos, especímenes conservados y materiales relacionados"
catalogos.claveprodserv47692,60103903,Modelos de anfibios
catalogos.claveprodserv47693,60103904,Cultivos de hongos
catalogos.claveprodserv47694,60103905,Kits o materiales de cultivos
catalogos.claveprodserv47695,60103906,Cultivos de protozoos
catalogos.claveprodserv47696,60103907,Plantas de acuario
catalogos.claveprodserv47697,60103908,Plantas de terrario
catalogos.claveprodserv47698,60103909,Invertebrados vivos
catalogos.claveprodserv47699,60103911,Vertebrados vivos
catalogos.claveprodserv47700,60103915,Kits o materiales de disección
catalogos.claveprodserv47701,60103916,Embriones conservados
catalogos.claveprodserv47702,60103918,Biosferas
catalogos.claveprodserv47703,60103919,Kits o materiales para experimentos de biología
catalogos.claveprodserv47704,60103920,Kits o materiales para tinción
catalogos.claveprodserv47705,60103921,Especímenes de ciclo vital preservado
catalogos.claveprodserv47706,60103922,Guías de referencia de biología
catalogos.claveprodserv47707,60103923,Espécimen de esqueleto o hueso o concha
catalogos.claveprodserv47708,60103924,Libros de recursos o actividades de biología
catalogos.claveprodserv47709,60103925,Kits de estudio o actividades de biología
catalogos.claveprodserv47710,60103926,Afiches o cuadros de biología
catalogos.claveprodserv47711,60103927,Especímenes preservados de cuerpos u órganos de plantas
catalogos.claveprodserv47712,60103928,Tarjetas de fotos o actividades de biología
catalogos.claveprodserv47713,60103929,Especímenes del ciclo vital de plantas
catalogos.claveprodserv47714,60103930,Combinación de especímenes y organismos
catalogos.claveprodserv47715,60103931,"Especímenes del cuerpo animal, partes u órganos"
catalogos.claveprodserv47716,60103932,Exhibiciones de ecosistemas
catalogos.claveprodserv47717,60103933,"Especímenes del cuerpo humano, partes u órganos"
catalogos.claveprodserv47718,60103934,Cultivos de tejidos
catalogos.claveprodserv47719,60103936,Sets o diagramas de anatomía
catalogos.claveprodserv47720,60104000,"Biotecnología, bioquímica, genética, microbiología y materiales relacionados"
catalogos.claveprodserv47721,60104001,Modelos de ácido desoxirribonucleico (adn)
catalogos.claveprodserv47722,60104002,Kits de experimentos de ácido desoxirribonucleico (adn)
catalogos.claveprodserv47723,60104003,Libros de genética
catalogos.claveprodserv47724,60104004,Kits de genética
catalogos.claveprodserv47725,60104005,Kits de enseñanza de bacterias
catalogos.claveprodserv47726,60104006,Materiales de prueba de bacterias
catalogos.claveprodserv47727,60104007,Kits o materiales de enzimología
catalogos.claveprodserv47728,60104008,Kits o materiales de prueba de proteínas
catalogos.claveprodserv47729,60104100,Sistemas del cuerpo y materiales relacionados
catalogos.claveprodserv47730,60104101,"Modelos del cuerpo humano, partes u órganos"
catalogos.claveprodserv47731,60104102,Modelos de células
catalogos.claveprodserv47732,60104103,Kits de enseñanza de células
catalogos.claveprodserv47733,60104104,Kits de enseñanza de los sistemas del cuerpo
catalogos.claveprodserv47734,60104105,Materiales de enseñanza de los sistemas del cuerpo
catalogos.claveprodserv47735,60104106,"Modelos del cuerpo de plantas, partes u órganos"
catalogos.claveprodserv47736,60104107,"Modelos del cuerpo de animales, partes u órganos"
catalogos.claveprodserv47737,60104200,"Pruebas del agua, conservación y ecología"
catalogos.claveprodserv47738,60104201,Productos químicos de prueba del agua
catalogos.claveprodserv47739,60104202,Kits de muestreo y pruebas del agua
catalogos.claveprodserv47740,60104203,Modelos del agua
catalogos.claveprodserv47741,60104204,Materiales de ecología acuática
catalogos.claveprodserv47742,60104300,Astronomía
catalogos.claveprodserv47743,60104301,Modelos de astronomía
catalogos.claveprodserv47744,60104302,Diagramas de astronomía
catalogos.claveprodserv47745,60104303,Kits de estudio de astronomía
catalogos.claveprodserv47746,60104304,Compás solar
catalogos.claveprodserv47747,60104305,Simulador solar
catalogos.claveprodserv47748,60104306,Planetario
catalogos.claveprodserv47749,60104307,Modelo planetario
catalogos.claveprodserv47750,60104308,Globo celeste
catalogos.claveprodserv47751,60104309,Carta celeste manual
catalogos.claveprodserv47752,60104400,Geología y ciencias de la tierra
catalogos.claveprodserv47753,60104401,Sets de especímenes de roca
catalogos.claveprodserv47754,60104402,Especímenes de roca
catalogos.claveprodserv47755,60104403,Fósiles
catalogos.claveprodserv47756,60104404,Modelos de accidentes geográficos
catalogos.claveprodserv47757,60104405,Modelos de fósiles
catalogos.claveprodserv47758,60104406,Herramientas para geología de campo
catalogos.claveprodserv47759,60104407,Mesas de simulación de corrientes de agua
catalogos.claveprodserv47760,60104408,Kits de estudio de geología
catalogos.claveprodserv47761,60104409,Aparato para la formación de nubes
catalogos.claveprodserv47762,60104410,Aparato para observación lunar
catalogos.claveprodserv47763,60104411,Simulador del tiempo atmosférico
catalogos.claveprodserv47764,60104412,Aparato de acumulación de tierra
catalogos.claveprodserv47765,60104413,Aparato para la fuerza de coriolis
catalogos.claveprodserv47766,60104414,Globo terrestre
catalogos.claveprodserv47767,60104415,Modelo mineral
catalogos.claveprodserv47768,60104416,Cilindro rotatorio
catalogos.claveprodserv47769,60104500,"Química, electroquímica y microquímica"
catalogos.claveprodserv47770,60104501,Afiches o cuadros de la tabla periódica
catalogos.claveprodserv47771,60104502,Kits de análisis del consumidor
catalogos.claveprodserv47772,60104503,Kits para clase de química
catalogos.claveprodserv47773,60104504,Kits de demostración de química
catalogos.claveprodserv47774,60104505,Modelos atómicos
catalogos.claveprodserv47775,60104506,Modelos moleculares
catalogos.claveprodserv47776,60104507,Herramientas para demostración electroquímica
catalogos.claveprodserv47777,60104508,Kits de electroquímica
catalogos.claveprodserv47778,60104509,Pilas de combustible
catalogos.claveprodserv47779,60104511,Instrumentos de microquímica
catalogos.claveprodserv47780,60104512,Aparato para la gota de aceite de millikan
catalogos.claveprodserv47781,60104600,Materiales de física mecánica
catalogos.claveprodserv47782,60104601,Mesas de fuerzas
catalogos.claveprodserv47783,60104602,Modelos de gravedad o sets de modelos
catalogos.claveprodserv47784,60104604,Planos inclinados
catalogos.claveprodserv47785,60104605,Aparato de fricción
catalogos.claveprodserv47786,60104606,Carros de física
catalogos.claveprodserv47787,60104607,Equipo de péndulo
catalogos.claveprodserv47788,60104608,Equipo de torque
catalogos.claveprodserv47789,60104609,Aparato de movimiento de proyectiles
catalogos.claveprodserv47790,60104610,Mesas de aire
catalogos.claveprodserv47791,60104611,Equipos de aire
catalogos.claveprodserv47792,60104612,Aparato para luz o foto
catalogos.claveprodserv47793,60104613,Hemisferio de magdeburgo
catalogos.claveprodserv47794,60104614,Aparato del anillo de newton
catalogos.claveprodserv47795,60104615,Pista de aire
catalogos.claveprodserv47796,60104616,Aparato de fuerza centrípeta
catalogos.claveprodserv47797,60104617,Aparato del modulo elástico de tensión
catalogos.claveprodserv47798,60104618,Demostrador newtoniano
catalogos.claveprodserv47799,60104619,Temporizador de registros
catalogos.claveprodserv47800,60104700,Materiales de física de energía y electricidad
catalogos.claveprodserv47801,60104701,Dispositivos de recolección solar
catalogos.claveprodserv47802,60104702,Kits solares
catalogos.claveprodserv47803,60104703,Kits de demostración de energía
catalogos.claveprodserv47804,60104704,Kits de clases de energía
catalogos.claveprodserv47805,60104705,Kits de demostración de materia
catalogos.claveprodserv47806,60104706,Kits de clases de materia
catalogos.claveprodserv47807,60104707,Manómetros
catalogos.claveprodserv47808,60104708,Aparato de difusión de gases
catalogos.claveprodserv47809,60104709,Aparato de conducción de calor
catalogos.claveprodserv47810,60104710,Aparato de radiación y convección térmica
catalogos.claveprodserv47811,60104711,Aparato para la ley de hooke
catalogos.claveprodserv47812,60104712,Aparato de frank-hertz
catalogos.claveprodserv47813,60104713,Aparato de expansión de líquidos
