id,c_claveunidad,nombre
catalogos_clave_unidad1498,M27,Megahertz metro
catalogos_clave_unidad1499,M29,Kilogramo por kilogramo
catalogos_clave_unidad1500,M30,voltio-amperio segundo recíprocidad
catalogos_clave_unidad1501,M31,Kilogramo por kilómetro
catalogos_clave_unidad1502,M32,Segundos pascal por litro
catalogos_clave_unidad1503,M33,MiliMol por litro
catalogos_clave_unidad1504,M34,Newton metro por metro cuadrado
catalogos_clave_unidad1505,M35,Milivoltio - amperio
catalogos_clave_unidad1506,M36,Mes de 30 días
catalogos_clave_unidad1507,M37,Actual 360
catalogos_clave_unidad1508,M38,Kilómetro por segundo cuadrado
catalogos_clave_unidad1509,M39,Centímetro por segundo cuadrado
catalogos_clave_unidad1510,M4,Valor monetario
catalogos_clave_unidad1511,M40,Yarda por segundo cuadrado
catalogos_clave_unidad1512,M41,Milímetro por segundo cuadrado
catalogos_clave_unidad1513,M42,Milla (milla estatal)  por segundo cuadrado
catalogos_clave_unidad1514,M43,Mil (unidad de Medida Militar)
catalogos_clave_unidad1515,M44,Revolución
catalogos_clave_unidad1516,M45,Grado por segundo cuadrado
catalogos_clave_unidad1517,M46,Revolución por minuto
catalogos_clave_unidad1518,M47,Circular Mil
catalogos_clave_unidad1519,M48,Milla cuadrada (basado en u.s survey foot)
catalogos_clave_unidad1520,M49,Cadena 
catalogos_clave_unidad1521,M5,Microcurie
catalogos_clave_unidad1522,M50,Estadio
catalogos_clave_unidad1523,M51,Pie (Topografía UEA)
catalogos_clave_unidad1524,M52,Milla
catalogos_clave_unidad1525,M53,Metro por pascal
catalogos_clave_unidad1526,M55,Metro por radián
catalogos_clave_unidad1527,M56,Shake 
catalogos_clave_unidad1528,M57,Milla por minuto
catalogos_clave_unidad1529,M58,Milla por segundo
catalogos_clave_unidad1530,M59,Metro por segundo pascal
catalogos_clave_unidad1531,M60,Metro por hora
catalogos_clave_unidad1532,M61,Pulgada por año
catalogos_clave_unidad1533,M62,Kilómetro por segundo
catalogos_clave_unidad1534,M63,Pulgada por minuto
catalogos_clave_unidad1535,M64,Yarda por segundo
catalogos_clave_unidad1536,M65,Yarda por minuto
catalogos_clave_unidad1537,M66,Yarda por hora
catalogos_clave_unidad1538,M67,Acre-pie
catalogos_clave_unidad1539,M68,Cordón
catalogos_clave_unidad1540,M69,Milla cúbica (reinounido)
catalogos_clave_unidad1541,M7,Micro-pulgada
catalogos_clave_unidad1542,M70,Unidad tradicional de capacidad de carga
catalogos_clave_unidad1543,M71,Metro cúbico por pascal (joules)
catalogos_clave_unidad1544,M72,Bel
catalogos_clave_unidad1545,M73,Kilogramo por metro cúbico pascal
catalogos_clave_unidad1546,M74,Kilogramo por pascal
catalogos_clave_unidad1547,M75,Kilolibra fuerza
catalogos_clave_unidad1548,M76,Poundal
catalogos_clave_unidad1549,M77,Kilogramo metro por segundo cuadrado
catalogos_clave_unidad1550,M78,Pond
catalogos_clave_unidad1551,M79,Pie cuadrado por hora
catalogos_clave_unidad1552,M80,Stokes por pascal
catalogos_clave_unidad1553,M81,Centímetro cuadrado por segundo
catalogos_clave_unidad1554,M82,Metro cuadrado por segundo pascal
catalogos_clave_unidad1555,M83,Denier
catalogos_clave_unidad1556,M84,Libra por yarda 
catalogos_clave_unidad1557,M85,"Tonelada, ensayo"
catalogos_clave_unidad1558,M86,Libra Alemana
catalogos_clave_unidad1559,M87,Kilogramo por segundo pascal
catalogos_clave_unidad1560,M88,Tonelada por mes
catalogos_clave_unidad1561,M89,Tonelada por año
catalogos_clave_unidad1562,M9,Millones de btu por 1000 pies cúbicos
catalogos_clave_unidad1563,M90,Kilolibra por hora
catalogos_clave_unidad1564,M91,Libra por libra
catalogos_clave_unidad1565,M92,Libra fuerza pie
catalogos_clave_unidad1566,M93,Newton metro por radián
catalogos_clave_unidad1567,M94,Kilogramo metro
catalogos_clave_unidad1568,M95,Poundal pie
catalogos_clave_unidad1569,M96,Poundal pulgada
catalogos_clave_unidad1570,M97,Dina metro
catalogos_clave_unidad1571,M98,Kilogramo centímetro por segundo
catalogos_clave_unidad1572,M99,Gramo centímetro por segundo
catalogos_clave_unidad1573,MA,Máquina por unidad
catalogos_clave_unidad1574,MAH,Megavoltio amperio reactivo hora
catalogos_clave_unidad1575,MAL,Megalitro
catalogos_clave_unidad1576,MAM,Megametro
catalogos_clave_unidad1577,MAR,Megavar
catalogos_clave_unidad1578,MAW,Megawatt
catalogos_clave_unidad1579,MBE,Mil equivalente de ladrillo estándar
catalogos_clave_unidad1580,MBF,Mil pies de tabla
catalogos_clave_unidad1581,MBR,Milibar
catalogos_clave_unidad1582,MC,Microgramo
catalogos_clave_unidad1583,MCU,Milicurie
catalogos_clave_unidad1584,MD,Tonelada métrica seca al aire
catalogos_clave_unidad1585,MF,Miligramo por pie cuadrado por lado
catalogos_clave_unidad1586,MGM,Miligramo
catalogos_clave_unidad1587,MHZ,Megahertz
catalogos_clave_unidad1588,MIK,Milla cuadrada (milla estatal)
catalogos_clave_unidad1589,MIL,Mil
catalogos_clave_unidad1590,MIN,Minuto [unidad de tiempo]
catalogos_clave_unidad1591,MIO,Millon
catalogos_clave_unidad1592,MIU,Unidad internacional de millon
catalogos_clave_unidad1593,MK,Miligramo por pulgada cuadrada
catalogos_clave_unidad1594,MLD,Mil millones
catalogos_clave_unidad1595,MLT,Mililitro
catalogos_clave_unidad1596,MMK,Milímetro cuadrado
catalogos_clave_unidad1597,MMQ,Milímetro cúbico
catalogos_clave_unidad1598,MMT,Milímetro
catalogos_clave_unidad1599,MND,"Kilogramo, peso seco"
catalogos_clave_unidad1600,MON,Mes 
catalogos_clave_unidad1601,MPA,Megapascal
catalogos_clave_unidad1602,MQ,Mil metros
catalogos_clave_unidad1603,MQH,Metro cúbico por hora
catalogos_clave_unidad1604,MQS,Metro cúbico por segundo
catalogos_clave_unidad1605,MSK,Metro por segundo cuadrado
catalogos_clave_unidad1606,MTK,Metro cuadrado
catalogos_clave_unidad1607,MTQ,Metro cúbico
catalogos_clave_unidad1608,MTR,Metro
catalogos_clave_unidad1609,MTS,Metro por segundo
catalogos_clave_unidad1610,MV,Número de mults
catalogos_clave_unidad1611,MVA,Megavoltio - amperio
catalogos_clave_unidad1612,MWH,Megawatt hora
catalogos_clave_unidad1613,N1,Pluma calórica
catalogos_clave_unidad1614,N10,Libra pie por segundo
catalogos_clave_unidad1615,N11,Libra pulgada por segundo
catalogos_clave_unidad1616,N12,Pferdestaerke
catalogos_clave_unidad1617,N13,Centímetro de mercurio (0°)
catalogos_clave_unidad1618,N14,Centímetro de agua (4°)
catalogos_clave_unidad1619,N15,Pie de agua (39.2 °f)
catalogos_clave_unidad1620,N16,Pulgada de mercurio (32 °f)
catalogos_clave_unidad1621,N17,Pulgada de mercurio (60 °f)
catalogos_clave_unidad1622,N18,Pulgada de agua (39.2 °f)
catalogos_clave_unidad1623,N19,Pulgada de agua (60 °f)
catalogos_clave_unidad1624,N2,número de líneas
catalogos_clave_unidad1625,N20,Kip por pulgada cuadrada
catalogos_clave_unidad1626,N21,Poundal por pie cuadrado
catalogos_clave_unidad1627,N22,Onza (avoirdupois) por pulgada cuadrada
catalogos_clave_unidad1628,N23,Metro convencional de agua
catalogos_clave_unidad1629,N24,Gramo por milímetro cuadrado
catalogos_clave_unidad1630,N25,Libra por yarda cuadrada
catalogos_clave_unidad1631,N26,Poundal por pulgada cuadrada
catalogos_clave_unidad1632,N27,Pie a la cuarta potencia 
catalogos_clave_unidad1633,N28,Decímetro cúbico por kilogramo
catalogos_clave_unidad1634,N29,Pie cúbico por libra 
catalogos_clave_unidad1635,N30,Impresión de punto
catalogos_clave_unidad1636,N30,Pulgada cúbica por libra
catalogos_clave_unidad1637,N31,Kilonewton por metro
catalogos_clave_unidad1638,N32,Poundal por pulgada
catalogos_clave_unidad1639,N33,Libra-fuerza por yarda
catalogos_clave_unidad1640,N34,Poundal segundo por pie cuadrado
catalogos_clave_unidad1641,N35,Poise por pascal
catalogos_clave_unidad1642,N36,Newton segundo por metro cuadrado
catalogos_clave_unidad1643,N37,Kilogramo por metro segundo
catalogos_clave_unidad1644,N38,Kilogramo por metro minuto
catalogos_clave_unidad1645,N39,Kilogramo por metro día
catalogos_clave_unidad1646,N40,Kilogramo por metro hora
catalogos_clave_unidad1647,N41,Gramo por centímetro segundo
catalogos_clave_unidad1648,N42,Poundal segundo por pulgada cuadrada
catalogos_clave_unidad1649,N43,Libra por pie minuto
catalogos_clave_unidad1650,N44,Libra por pie día
catalogos_clave_unidad1651,N45,Metro cúbico por segundo pascal
catalogos_clave_unidad1652,N46,Pie poundal
catalogos_clave_unidad1653,N47,Pulgada poundal
catalogos_clave_unidad1654,N48,Watt por centímetro cuadrado
catalogos_clave_unidad1655,N49,Watt por pulgada cuadrada
catalogos_clave_unidad1656,N50,Unidad térmica británica (tabla internacional) por pie cuadrado hora.
catalogos_clave_unidad1657,N51,Unidad térmica británica (termoquímica) por pie cuadrado hora.
catalogos_clave_unidad1658,N52,Unidad térmica británica (termoquímico) por pie cuadrado minuto.
catalogos_clave_unidad1659,N53,Unidad térmica británica (tabla internacional) por pie cuadrado segundo.
catalogos_clave_unidad1660,N54,Unidad térmica británica (termoquímica) por pie cuadrado segundo.
catalogos_clave_unidad1661,N55,Unidad térmica británica (tabla internacional) por pulgada cuadrada segundo.
catalogos_clave_unidad1662,N56,Caloría (termoquímica) por centímetro cuadrado minuto
catalogos_clave_unidad1663,N57,Caloría (termoquímica) por centímetro cuadrado segundo
catalogos_clave_unidad1664,N58,Unidad térmica británica (tabla internacional) por pie cúbico
catalogos_clave_unidad1665,N59,Unidad térmica británica (termoquímica) por pie cúbico
catalogos_clave_unidad1666,N60,Unidad térmica británica (tabla internacional) por grado fahrenheit
catalogos_clave_unidad1667,N61,Unidad térmica británica (termoquímico) por grado fahrenheit
catalogos_clave_unidad1668,N62,Unidad térmica británica (tabla internacional) por grado rankine
catalogos_clave_unidad1669,N63,Unidad térmica británica (termoquímico) por grado rankine
catalogos_clave_unidad1670,N64,Unidad térmica británica (termoquímico) por libra grado rankine
catalogos_clave_unidad1671,N65,Kilocaloría (tabla internacional) por gramo kelvin
catalogos_clave_unidad1672,N66,Unidad térmica británica (39 °f)
catalogos_clave_unidad1673,N67,Unidad térmica británica (59 °f)
catalogos_clave_unidad1674,N68,Unidad térmica británica (60 °f)
catalogos_clave_unidad1675,N69,Caloría (20 °c)
catalogos_clave_unidad1676,N70,Quad
catalogos_clave_unidad1677,N71,Termia (energía comercial)
catalogos_clave_unidad1678,N72,Termia (UEA)
catalogos_clave_unidad1679,N73,Unidad térmica británica (termoquímica) por libra
catalogos_clave_unidad1680,N74,Unidad térmica británica (tabla internacional) por hora pie cuadrado grado fahrenheit.
catalogos_clave_unidad1681,N75,Unidad térmica británica (termoquímico) por hora pie cuadrado grado farenheit.
catalogos_clave_unidad1682,N76,Unidad térmica británica (tabla internacional) por segundo pie cuadrado grado fahrenheit.
catalogos_clave_unidad1683,N77,Unidad térmica británica (termoquímico) por segundo pie cuadrado grado fahrenheit.
catalogos_clave_unidad1684,N78,Kilowatt por metro cuadrado kelvin
catalogos_clave_unidad1685,N79,Kelvin por pascal
catalogos_clave_unidad1686,N80,Watt por metro grado celsius
catalogos_clave_unidad1687,N81,Kilowatt por metro kelvin
catalogos_clave_unidad1688,N82,Kilowatt por metro grado celsius
catalogos_clave_unidad1689,N83,Metro por grado celsius metro
catalogos_clave_unidad1690,N84,Grado fahrenheit hora por unidad térmica británica (tabla internacional)
catalogos_clave_unidad1691,N85,Grado fahrenheit hora por unidad térmica británica (termoquímico)
catalogos_clave_unidad1692,N86,Grado fahrenheit segundo por unidad térmica británica (tabla internacional)
catalogos_clave_unidad1693,N87,Grago fahrenheit segundo por unidad térmica británica (termoquímico)
catalogos_clave_unidad1694,N88,Grado fahrenheit hora pie cuadrado por unidad térmica británica (tabla internacional) pulgada
catalogos_clave_unidad1695,N89,Grado fahrenheit hora pie cuadrado por unidad térmica británica (termoquímico) pulgada.
catalogos_clave_unidad1696,N90,Kilofaradio
catalogos_clave_unidad1697,N91,Joule recíproco
catalogos_clave_unidad1698,N92,Picosiemens
catalogos_clave_unidad1699,N93,Amperio por pascal
catalogos_clave_unidad1700,N94,Franklin
catalogos_clave_unidad1701,N95,Amperio minuto
catalogos_clave_unidad1702,N96,Biot
catalogos_clave_unidad1703,N97,Gilbert
catalogos_clave_unidad1704,N98,Voltio por pascal
catalogos_clave_unidad1705,N99,Picovoltio
catalogos_clave_unidad1706,NA,Miligramo por kilogramo
catalogos_clave_unidad1707,NAR,Número de artículos
catalogos_clave_unidad1708,NB,barcaza
catalogos_clave_unidad1709,NBB,Número de bobinas
catalogos_clave_unidad1710,NC,Carro
catalogos_clave_unidad1711,NCL,Número de celulas
catalogos_clave_unidad1712,ND,Barril neto
catalogos_clave_unidad1713,NE,Litro neto
catalogos_clave_unidad1714,NEW,Newton
catalogos_clave_unidad1715,NF,Mensaje
catalogos_clave_unidad1716,NG,Galón neto (us)
catalogos_clave_unidad1717,NH,Hora del mensaje
catalogos_clave_unidad1718,NI,Galón imperial neto
catalogos_clave_unidad1719,NIL,Nil
catalogos_clave_unidad1720,NIU,Número de unidades internacionales
catalogos_clave_unidad1721,NJ,Número de pantallas
catalogos_clave_unidad1722,NL,Carga
catalogos_clave_unidad1723,NM3,Metro cúbico normalizado
catalogos_clave_unidad1724,NMI,Milla náutica
catalogos_clave_unidad1725,NMP,Número de paquetes
catalogos_clave_unidad1726,NN,tren
catalogos_clave_unidad1727,NPR,Número de parejas
catalogos_clave_unidad1728,NPT,Número de partes
catalogos_clave_unidad1729,NQ,Mho
catalogos_clave_unidad1730,NR,Micromho
catalogos_clave_unidad1731,NT,Tonelada neta
catalogos_clave_unidad1732,NTT,Tonelada de registro neto
catalogos_clave_unidad1733,NV,vehículo
catalogos_clave_unidad1734,NV,Libra por tonelada métrica al aire seco
catalogos_clave_unidad1735,NX,Parte por mil
catalogos_clave_unidad1736,OA,Panel
catalogos_clave_unidad1737,ODE,Equvalente de agotamiento del ozona
catalogos_clave_unidad1738,Ohm,Ohm
catalogos_clave_unidad1739,ON,Onza por yarda cuadrada
catalogos_clave_unidad1740,ONZ,Onza (avoirdupois)
catalogos_clave_unidad1741,OP,Dos paquetes
catalogos_clave_unidad1742,OPM,Oscilaciones por minuto
catalogos_clave_unidad1743,OT,Hora extra
catalogos_clave_unidad1744,OZ,Onza AV
catalogos_clave_unidad1745,OZA,Onza líquida (estados unidos)
catalogos_clave_unidad1746,OZI,Onza líquida (UK)
catalogos_clave_unidad1747,P0,Página electrónica
catalogos_clave_unidad1748,P1,Tanto por ciento
catalogos_clave_unidad1749,P10,Culombio por metro
catalogos_clave_unidad1750,P11,Kiloweber
catalogos_clave_unidad1751,P12,Gamma
catalogos_clave_unidad1752,P13,Kilotesla
catalogos_clave_unidad1753,P14,Joule por segundo
catalogos_clave_unidad1754,P15,Joule por minuto
catalogos_clave_unidad1755,P16,Joule por hora
catalogos_clave_unidad1756,P17,Joule por día
catalogos_clave_unidad1757,P18,Kilojoule por segundo
catalogos_clave_unidad1758,P19,Kilojoule por minuto
catalogos_clave_unidad1759,P2,Libra por pie
catalogos_clave_unidad1760,P20,Kilojoule por hora
catalogos_clave_unidad1761,P21,Kilojoule por dia
catalogos_clave_unidad1762,P22,NanoOhm
catalogos_clave_unidad1763,P23,Ohm circular-mil por pie
catalogos_clave_unidad1764,P24,Kilohenry
catalogos_clave_unidad1765,P25,Lumen por pie cuadrado
catalogos_clave_unidad1766,P26,Foto
catalogos_clave_unidad1767,P27,Vela (medida)
catalogos_clave_unidad1768,P28,Candela por pulgada cuadrada
catalogos_clave_unidad1769,P29,Footlambert
catalogos_clave_unidad1770,P3,Tres paquetes
catalogos_clave_unidad1771,P30,Lambert
catalogos_clave_unidad1772,P31,Stilb 
catalogos_clave_unidad1773,P32,Candela por pie cuadrado
catalogos_clave_unidad1774,P33,Kilocandela
catalogos_clave_unidad1775,P34,Milicandela
catalogos_clave_unidad1776,P35,Hefner-kerze
catalogos_clave_unidad1777,P36,Candela internacional
catalogos_clave_unidad1778,P37,Unidad térmica británica (tabla internacional) por pie cuadrado
catalogos_clave_unidad1779,P38,Unidad térmica británica (termoquímica) por pie cuadrado
catalogos_clave_unidad1780,P39,Caloría (termoquímica) por centímetro cuadrado
catalogos_clave_unidad1781,P4,paquete de cuatro
catalogos_clave_unidad1782,P40,Langley
catalogos_clave_unidad1783,P41,Década (logaritmica)
catalogos_clave_unidad1784,P42,Pascal por segundo cuadrado
catalogos_clave_unidad1785,P43,Bel por metro
catalogos_clave_unidad1786,P44,Libra Mol
catalogos_clave_unidad1787,P45,Libra de Mol por segundo
catalogos_clave_unidad1788,P46,Libra Mol por minuto
catalogos_clave_unidad1789,P47,KiloMol por kilogramo
catalogos_clave_unidad1790,P48,Libra de Mol por libra
catalogos_clave_unidad1791,P49,Newton metro cuadrado por amperio
catalogos_clave_unidad1792,P5,Paquete de cinco
catalogos_clave_unidad1793,P50,Metro weber
catalogos_clave_unidad1794,P51,Mol por kilogramo pascal 
catalogos_clave_unidad1795,P52,Mol por metro cúbico pascal
catalogos_clave_unidad1796,P53,Unit por segundo
catalogos_clave_unidad1797,P54,MiliGray por segundo
catalogos_clave_unidad1798,P55,MicroGray por segundo
catalogos_clave_unidad1799,P56,NanoGray por segundo
catalogos_clave_unidad1800,P57,Gray por minuto
catalogos_clave_unidad1801,P58,MiliGray por minuto
catalogos_clave_unidad1802,P59,Microgray por minuto
catalogos_clave_unidad1803,P6,paquete de seis
catalogos_clave_unidad1804,P60,Nanogray por minuto
catalogos_clave_unidad1805,P61,Gray por hora
catalogos_clave_unidad1806,P62,MiliGray por hora
catalogos_clave_unidad1807,P63,Micro gray por hora
catalogos_clave_unidad1808,P64,Nanogray por hora
catalogos_clave_unidad1809,P65,Sievert por segundo
catalogos_clave_unidad1810,P66,MilliSievert por segundo
catalogos_clave_unidad1811,P67,MicroSievert por segundo
catalogos_clave_unidad1812,P68,NanoSievert por segundo
catalogos_clave_unidad1813,P69,Rem por segundo
catalogos_clave_unidad1814,P7,Paquete de siete
catalogos_clave_unidad1815,P70,Sievert por hora
catalogos_clave_unidad1816,P71,MilliSievert por hora
catalogos_clave_unidad1817,P72,Micro Sievert por hora
catalogos_clave_unidad1818,P73,NanoSievert por hora
catalogos_clave_unidad1819,P74,Sievert por minuto
catalogos_clave_unidad1820,P75,MilliSievert por minuto
catalogos_clave_unidad1821,P76,MicroSievert por minuto
catalogos_clave_unidad1822,P77,NanoSievert pominut 
catalogos_clave_unidad1823,P78,Reciprocidad por segundo
catalogos_clave_unidad1824,P79,Pascal metro cuadrado por kilogramo
catalogos_clave_unidad1825,P8,Paquete de ocho
catalogos_clave_unidad1826,P80,Milipascal por metro.
catalogos_clave_unidad1827,P81,Kilopascal por metro.
catalogos_clave_unidad1828,P82,Hectopascal por metro.
catalogos_clave_unidad1829,P83,Admosfera estandar por metro.
catalogos_clave_unidad1830,P84,Admosfera tecnica por metro.
catalogos_clave_unidad1831,P85,Torr por metro.
catalogos_clave_unidad1832,P86,Psi por pulgada
catalogos_clave_unidad1833,P87,Metro cúbico por segundo de metro cuadrado
catalogos_clave_unidad1834,P88,Rhe
catalogos_clave_unidad1835,P89,Libra por metro cúbico de pulgada
catalogos_clave_unidad1836,P9,Nueve paquetes
catalogos_clave_unidad1837,P90,Libra-fuerza por pulgada cuadrada
catalogos_clave_unidad1838,P91,Permanente (0°c)
catalogos_clave_unidad1839,P92,Permanente (23°c)
catalogos_clave_unidad1840,P93,Byte por segundo
catalogos_clave_unidad1841,P94,Kilobyte por segundo
catalogos_clave_unidad1842,P95,Megabite por segundo
catalogos_clave_unidad1843,P96,Recíproco de la unidad si deriva voltio
catalogos_clave_unidad1844,P97,Reciprocidad de Radian
catalogos_clave_unidad1845,P98,Pascal a la suma de potencia de los números estequimetricos
catalogos_clave_unidad1846,P99,Mols por metro cúbico a la suma de potencia de los números estequimetricos
catalogos_clave_unidad1847,PAL,Pascal
catalogos_clave_unidad1848,PB,Par de la pulgada
catalogos_clave_unidad1849,PD,Almohadilla
catalogos_clave_unidad1850,PE,Libra equivalente
catalogos_clave_unidad1851,PFL,Litro de prueba 
catalogos_clave_unidad1852,PGL,Galón de prueba
catalogos_clave_unidad1853,PI,Tono
catalogos_clave_unidad1854,PLA,Grado de platón 
catalogos_clave_unidad1855,PM,Porcentaje de libra
catalogos_clave_unidad1856,PO,Libra por pulgada
catalogos_clave_unidad1857,PQ,Página por pulgada
catalogos_clave_unidad1858,PR,Par
catalogos_clave_unidad1859,PS,Libra fuerza por pulgada cuadrada
catalogos_clave_unidad1860,PT,Pinta (US)
catalogos_clave_unidad1861,PTD,Pinta seca (estados unidos)
catalogos_clave_unidad1862,PTI,Pint (uk)
catalogos_clave_unidad1863,PTL,Pinta líquida (estados unidos)
catalogos_clave_unidad1864,PTN,Parte
catalogos_clave_unidad1865,PV,Media pinta (US)
catalogos_clave_unidad1866,PW,Libra por pulgada de ancho
catalogos_clave_unidad1867,PY,Pico seco (EUA)
catalogos_clave_unidad1868,PZ,Peck dry (UK)
catalogos_clave_unidad1869,Q10,Joule por tesla
catalogos_clave_unidad1870,Q11,Erlang
catalogos_clave_unidad1871,Q12,Octeto
catalogos_clave_unidad1872,Q13,Octeto por segundo
catalogos_clave_unidad1873,Q14,Shannon
catalogos_clave_unidad1874,Q15,Hartley
catalogos_clave_unidad1875,Q16,Unidad natural de información 
catalogos_clave_unidad1876,Q17,Shannon por segundo
catalogos_clave_unidad1877,Q18,Hartley por segundo 
catalogos_clave_unidad1878,Q19,Unidad natural de información por segundo 
catalogos_clave_unidad1879,Q20,Segundo por kilogramo
catalogos_clave_unidad1880,Q21,Watt metro cuadrado
catalogos_clave_unidad1881,Q22,Segundo por metro cúbicos de radianes 
catalogos_clave_unidad1882,Q23,Weber a la potencia menos uno
catalogos_clave_unidad1883,Q24,Reciprocidad de Pulgada
catalogos_clave_unidad1884,Q25,Dioptría
catalogos_clave_unidad1885,Q26,Uno por uno
catalogos_clave_unidad1886,Q27,Newtons metros por metro
catalogos_clave_unidad1887,Q28,Kilograma por metro cuadrado pascal segundo
catalogos_clave_unidad1888,Q29,Microgramo por hectogramo
catalogos_clave_unidad1889,Q3,Comida
catalogos_clave_unidad1890,Q30,Ph (potencial de hidrogeno)
catalogos_clave_unidad1891,Q31,Kilojoule por gramo
catalogos_clave_unidad1892,Q32,Femtolitro
catalogos_clave_unidad1893,Q33,Picolitro
catalogos_clave_unidad1894,Q34,Nanolitro
catalogos_clave_unidad1895,Q35,Megawatts por minuto
catalogos_clave_unidad1896,Q36,Metro cuadrado por metro cúbico
catalogos_clave_unidad1897,Q37,Metro cúbico estándar por día
catalogos_clave_unidad1898,Q38,Metro cúbico estándar por hora
catalogos_clave_unidad1899,Q39,Metro cúbico normalizado por día
catalogos_clave_unidad1900,Q40,Metro cúbico normalizado por hora
catalogos_clave_unidad1901,Q41,Joule por metro cúbico normalizado
catalogos_clave_unidad1902,Q42,Joule por metro cúbico estándar
catalogos_clave_unidad1903,QA,Página-fascimil
catalogos_clave_unidad1904,QAN,Cuarto (de un año)
catalogos_clave_unidad1905,QB,"Página, copia impresa"
catalogos_clave_unidad1906,QD,Cuarta docena
catalogos_clave_unidad1907,QH,Un cuarto de hora
catalogos_clave_unidad1908,QK,Cuarto de kilogramo
catalogos_clave_unidad1909,QR,Mano de papel
catalogos_clave_unidad1910,QT,Cuarto (EUA)
catalogos_clave_unidad1911,QTD,Cuarto seco (estados unidos)
catalogos_clave_unidad1912,QTI,Cuarto (UK)
catalogos_clave_unidad1913,QTL,Cuarto de líquido (estadis unidos)
catalogos_clave_unidad1914,QTR,Cuarto
catalogos_clave_unidad1915,R1,Pica
catalogos_clave_unidad1916,R9,Mil metros cúbicos 
catalogos_clave_unidad1917,RH,Hora de funcionamiento
catalogos_clave_unidad1918,RK,Medida métrica de rollo
catalogos_clave_unidad1919,RM,Resma
catalogos_clave_unidad1920,RN,Medida métrica de Hojas (resma)
catalogos_clave_unidad1921,ROM,Habitación
catalogos_clave_unidad1922,RP,Libra por resma
catalogos_clave_unidad1923,RPM,Revoluciones por minuto
catalogos_clave_unidad1924,RPS,Revoluciones por segundo
catalogos_clave_unidad1925,RS,Reiniciar
catalogos_clave_unidad1926,RT,Milla de toneladas de ingresos
catalogos_clave_unidad1927,RU,correr
catalogos_clave_unidad1928,S3,Pie cuadrado por segundo
catalogos_clave_unidad1929,S4,Metro cuadrado por segundo
catalogos_clave_unidad1930,S5,Sesenta cuartos de pulgada
catalogos_clave_unidad1931,S6,Sesión
catalogos_clave_unidad1932,S7,unidad de almacenamiento
catalogos_clave_unidad1933,S8,Unidad de publicidad estándar
catalogos_clave_unidad1934,SAN,Medio año
catalogos_clave_unidad1935,SCO,Puntuación
catalogos_clave_unidad1936,SCR,Escrúpulo
catalogos_clave_unidad1937,SD,Libra sólida
catalogos_clave_unidad1938,SE,Sección
catalogos_clave_unidad1939,SEC,Segundo [unidad de tiempo]
catalogos_clave_unidad1940,SET,Conjunto
catalogos_clave_unidad1941,SG,Segmento 
catalogos_clave_unidad1942,SHT,Tonelada de envíos
catalogos_clave_unidad1943,SIE,Siemens
catalogos_clave_unidad1944,SK,Camión cisterna con división
catalogos_clave_unidad1945,SM3,Metro cúbico estándar
catalogos_clave_unidad1946,SMI,Milla (milla estatal)
catalogos_clave_unidad1947,SN,Barra cuadrada
catalogos_clave_unidad1948,SQ,Cuadrado
catalogos_clave_unidad1949,SQR,Cuadrado y techado
catalogos_clave_unidad1950,SR,Tira
catalogos_clave_unidad1951,SS,Medida métrica de hoja
catalogos_clave_unidad1952,SST,Estandar corto (7200 partidos)
catalogos_clave_unidad1953,STC,Palo
catalogos_clave_unidad1954,STI,Estone (UK)
catalogos_clave_unidad1955,STK,"Palo, cigarrillo"
catalogos_clave_unidad1956,STL,Litro estándar
catalogos_clave_unidad1957,STN,Tonelada (estados unidos) o tonelada corta (UK y estados unidos)
catalogos_clave_unidad1958,STW,Paja
catalogos_clave_unidad1959,SW,Número de madejas
catalogos_clave_unidad1960,SX,Envío
catalogos_clave_unidad1961,SYR,Jeringuilla
catalogos_clave_unidad1962,T0,Linea de telecomunicaciones en servicio
catalogos_clave_unidad1963,T1,Mil libras
catalogos_clave_unidad1964,T3,Mil pedazos
catalogos_clave_unidad1965,T4,Bolsa de mil
catalogos_clave_unidad1966,T5,Mil envolturas
catalogos_clave_unidad1967,T6,Mil galones (US)
catalogos_clave_unidad1968,T7,Impresión de mil
catalogos_clave_unidad1969,T8,Mil pulgadas lineales
catalogos_clave_unidad1970,TA,Décimo de pie cúbico
catalogos_clave_unidad1971,TAB,Tonelada de registro bruto
catalogos_clave_unidad1972,TAH,Kiloamperio-hora (milamperio-hora)
catalogos_clave_unidad1973,TAN,Número de acido total
catalogos_clave_unidad1974,TC,Camión
catalogos_clave_unidad1975,TD,Termico
catalogos_clave_unidad1976,TE,Totalizador
catalogos_clave_unidad1977,TF,Diez yardas cuadradas
catalogos_clave_unidad1978,TI,Mil pulgadas cuadradas
catalogos_clave_unidad1979,TIC,"Tonelada métrica, incluido el contenedor"
catalogos_clave_unidad1980,TIP,"Tonelada métrica, incluido el embalaje interior"
catalogos_clave_unidad1981,TJ,Mil centímetros cuadrados
catalogos_clave_unidad1982,TKM,Tonelada kilometro
catalogos_clave_unidad1983,TL,Mil pies (lineal)
catalogos_clave_unidad1984,TMS,"Kilogramo de carne importada, menos despojos"
catalogos_clave_unidad1985,TNE,Tonelada (tonelada métrica)
catalogos_clave_unidad1986,TP,Paquete de diez
catalogos_clave_unidad1987,TPI,Dientes por pulgada
