"id","c_fraccionarancelaria","descripcion"
"catalogos_fraccionarancelaria10121","8704100201","Tipo ""Dumpers"" con capacidad útil de carga superior a 30,000 kg."
"catalogos_fraccionarancelaria10122","8704100299","Los demás."
"catalogos_fraccionarancelaria10123","8704210100","Acarreadores de escoria, excepto para la recolección de basura doméstica."
"catalogos_fraccionarancelaria10124","8704210400","Usados, excepto lo comprendido en la fracción arancelaria 8704.21.01."
"catalogos_fraccionarancelaria10125","8704219901","De peso total con carga máxima inferior o igual a 2,721 kg."
"catalogos_fraccionarancelaria10126","8704219902","De peso total con carga máxima superior a 2,721 kg, pero inferior o igual a 4,536 kg."
"catalogos_fraccionarancelaria10127","8704219999","Los demás."
"catalogos_fraccionarancelaria10128","8704220100","Acarreadores de escoria, excepto para la recolección de basura doméstica."
"catalogos_fraccionarancelaria10129","8704220700","Usados, excepto lo comprendido en la fracción arancelaria 8704.22.01."
"catalogos_fraccionarancelaria10130","8704229901","De peso total con carga máxima superior o igual a 5,000 kg, pero inferior o igual a 6,351 kg."
"catalogos_fraccionarancelaria10131","8704229902","De peso total con carga máxima superior a 6,351 kg, pero inferior o igual a 7,257 kg."
"catalogos_fraccionarancelaria10132","8704229903","De peso total con carga máxima superior a 7,257 kg, pero inferior o igual a 8,845 kg."
"catalogos_fraccionarancelaria10133","8704229904","De peso total con carga máxima superior a 8,845 kg, pero inferior o igual a 11,793 kg."
"catalogos_fraccionarancelaria10134","8704229905","De peso total con carga máxima superior a 11,793 kg, pero inferior o igual a 14,968 kg."
"catalogos_fraccionarancelaria10135","8704229999","Los demás."
"catalogos_fraccionarancelaria10136","8704230100","Acarreadores de escoria."
"catalogos_fraccionarancelaria10137","8704230200","Usados, excepto lo comprendido en la fracción arancelaria 8704.23.01."
"catalogos_fraccionarancelaria10138","8704239900","Los demás."
"catalogos_fraccionarancelaria10139","8704310100","Acarreadores de escoria, excepto para la recolección de basura doméstica."
"catalogos_fraccionarancelaria10140","8704310200","Motociclos  de  tres  ruedas  (trimotos)  que  presenten  una  dirección  tipo  automóvil  o,  al  mismo tiempo,  diferencial  y  reversa;  motociclos  de  cuatro  ruedas  (cuadrimotos)  con  dirección  tipo automóvil."
"catalogos_fraccionarancelaria10141","8704310500","Usados, excepto lo comprendido en las fracciones arancelarias 8704.31.01 y 8704.31.02."
"catalogos_fraccionarancelaria10142","8704319901","De peso total con carga máxima superior a 2,721 kg, pero inferior o igual a 4,536 kg."
"catalogos_fraccionarancelaria10143","8704319999","Los demás."
"catalogos_fraccionarancelaria10144","8704320100","Acarreadores de escoria, excepto para la recolección de basura doméstica."
"catalogos_fraccionarancelaria10145","8704320700","Usados, excepto lo comprendido en la fracción arancelaria 8704.32.01."
"catalogos_fraccionarancelaria10146","8704329901","De peso total con carga máxima superior o igual a 5,000 kg, pero inferior o igual a 6,351 kg."
"catalogos_fraccionarancelaria10147","8704329902","De peso total con carga máxima superior a 6,351 kg, pero inferior o igual a 7,257 kg."
"catalogos_fraccionarancelaria10148","8704329903","De peso total con carga máxima superior a 7,257 kg, pero inferior o igual a 8,845 kg."
"catalogos_fraccionarancelaria10149","8704329904","De peso total con carga máxima superior a 11,793 kg, pero inferior o igual a 14,968 kg."
"catalogos_fraccionarancelaria10150","8704329999","Los demás."
"catalogos_fraccionarancelaria10151","8704900100","Eléctricos, excepto usados"
"catalogos_fraccionarancelaria10152","8704909900","Los demás."
"catalogos_fraccionarancelaria10153","8705100100","Camiones-grúa."
"catalogos_fraccionarancelaria10154","8705200100","Con  equipos  hidráulicos  de  perforación  destinados  a  programas  de  abastecimiento  de  agua potable en el medio rural."
"catalogos_fraccionarancelaria10155","8705209900","Los demás."
"catalogos_fraccionarancelaria10156","8705300100","Camiones de bomberos."
"catalogos_fraccionarancelaria10157","8705400100","Camiones hormigonera, excepto lo comprendido en la fracción arancelaria 8705.40.02."
"catalogos_fraccionarancelaria10158","8705400200","Usados."
"catalogos_fraccionarancelaria10159","8705900100","Con equipos especiales para el aseo de calles."
"catalogos_fraccionarancelaria10160","8705900200","Para aplicación de fertilizantes fluidos."
"catalogos_fraccionarancelaria10161","8705909900","Los demás."
"catalogos_fraccionarancelaria10162","8706000100","Chasis con motor de explosión, de dos cilindros de 700 cm³, de cuatro tiempos y con potencia inferior a 20 CP (15 kW)."
"catalogos_fraccionarancelaria10163","8706009900","Los demás."
"catalogos_fraccionarancelaria10164","8707100200","De vehículos de la partida 87.03."
"catalogos_fraccionarancelaria10165","8707900200","Para transporte de más de 16 personas, para ser montadas sobre chasis de largueros completos, para vehículos de dos ejes."
"catalogos_fraccionarancelaria10166","8707909901","Cajas de volteo."
"catalogos_fraccionarancelaria10167","8707909902","Cajas ""Pick-up""."
"catalogos_fraccionarancelaria10168","8707909999","Las demás."
"catalogos_fraccionarancelaria10169","8708100100","Defensas para trolebuses."
"catalogos_fraccionarancelaria10170","8708100200","Defensas reconocibles como concebidas exclusivamente para tractores agrícolas."
"catalogos_fraccionarancelaria10171","8708100300","Defensas completas, reconocibles como concebidas exclusivamente para vehículos automóviles de hasta diez plazas."
"catalogos_fraccionarancelaria10172","8708109900","Los demás."
"catalogos_fraccionarancelaria10173","8708210100","Cinturones de seguridad."
"catalogos_fraccionarancelaria10174","8708290100","Guardafangos."
"catalogos_fraccionarancelaria10175","8708290200","Capots (cofres)."
"catalogos_fraccionarancelaria10176","8708290300","Estribos."
"catalogos_fraccionarancelaria10177","8708290400","Viseras, forros de tablero, paneles de puerta, coderas, sombrereras, incluso acojinadas."
"catalogos_fraccionarancelaria10178","8708290500","Para trolebuses."
"catalogos_fraccionarancelaria10179","8708290600","Para tractores de ruedas."
"catalogos_fraccionarancelaria10180","8708290700","Parrillas de adorno y protección para radiador."
"catalogos_fraccionarancelaria10181","8708290800","Biseles."
"catalogos_fraccionarancelaria10182","8708290900","Tapas de cajuelas portaequipajes."
"catalogos_fraccionarancelaria10183","8708291000","Marcos para cristales."
"catalogos_fraccionarancelaria10184","8708291100","Aletas, excepto de vidrio, aun cuando se presenten con marco."
"catalogos_fraccionarancelaria10185","8708291200","Soportes o armazones para acojinados."
"catalogos_fraccionarancelaria10186","8708291300","Reconocibles como concebidos exclusivamente para capots (cofres)."
"catalogos_fraccionarancelaria10187","8708291600","Toldos   exteriores   acojinados,   techos   corredizos   centrales   o   laterales   y   sus   partes;   de accionamiento manual o electrónico."
"catalogos_fraccionarancelaria10188","8708291700","Juntas preformadas para carrocería."
"catalogos_fraccionarancelaria10189","8708291800","Reconocibles  como  concebidos  exclusivamente  para  lo  comprendido  en  la  fracción  arancelaria 8701.30.01."
"catalogos_fraccionarancelaria10190","8708291900","Ensambles de puertas."
"catalogos_fraccionarancelaria10191","8708292000","Partes troqueladas para carrocería."
"catalogos_fraccionarancelaria10192","8708292200","Tableros de instrumentos, incluso con instrumentos de medida o control, para uso exclusivo en vehículos automóviles."
"catalogos_fraccionarancelaria10193","8708292300","Dispositivos retractores y sus partes o piezas sueltas, para cinturones de seguridad."
"catalogos_fraccionarancelaria10194","8708292400","Dispositivos interiores (consolas), reconocibles como concebidos exclusivamente para vehículos automóviles hasta de diez plazas, aún cuando se presenten con palancas al piso para cambios de velocidades."
"catalogos_fraccionarancelaria10195","8708299901","Compuerta trasera abatible para cajas ""Pick-up""."
"catalogos_fraccionarancelaria10196","8708299902","Panel lateral de carrocería."
"catalogos_fraccionarancelaria10197","8708299903","Placa inferior (piso), incluso estampada o troquelada."
"catalogos_fraccionarancelaria10198","8708299904","Techos."
"catalogos_fraccionarancelaria10199","8708299905","Base para fijación de asientos, incluso estampada o troquelada."
"catalogos_fraccionarancelaria10200","8708299906","Pared divisoria del compartimiento del motor y la cabina (pared de fuego), incluso estampada o troquelada."
"catalogos_fraccionarancelaria10201","8708299907","Pilar (poste) de carrocería."
"catalogos_fraccionarancelaria10202","8708299908","Refuerzos estructurales de carrocería."
"catalogos_fraccionarancelaria10203","8708299999","Los demás."
"catalogos_fraccionarancelaria10204","8708300100","Para trolebuses."
"catalogos_fraccionarancelaria10205","8708300200","Reconocibles como concebidas exclusivamente para tractores de ruedas."
"catalogos_fraccionarancelaria10206","8708300400","Guarniciones  de  frenos  montadas,  excepto  lo  comprendido  en  las  fracciones  arancelarias 8708.30.01, 8708.30.02 y lo reconocido como exclusivamente para lo comprendido en la fracción arancelaria 8701.30.01."
"catalogos_fraccionarancelaria10207","8708300600","Cilindros  de  ruedas  para  mecanismos  de  frenos;  juegos  de  repuesto  para  cilindros  de  rueda  y para cilindros maestros, presentados en surtidos (kits) para su venta al por menor."
"catalogos_fraccionarancelaria10208","8708300800","Frenos de tambor accionados por leva o sus partes componentes."
"catalogos_fraccionarancelaria10209","8708300900","Cilindros maestros para mecanismos de frenos."
"catalogos_fraccionarancelaria10210","8708301000","Frenos de tambor accionados hidráulicamente o sus partes componentes, excepto lo comprendido en la fracción arancelaria 8708.30.06."
"catalogos_fraccionarancelaria10211","8708301100","Mangueras de frenos hidráulicos automotrices con conexiones."
"catalogos_fraccionarancelaria10212","8708309901","Mecanismos de frenos de disco o sus partes componentes."
"catalogos_fraccionarancelaria10213","8708309902","Reconocibles como concebidos exclusivamente para el sistema de frenos de aire."
"catalogos_fraccionarancelaria10214","8708309903","Reforzador por vacío para frenos (""booster"") o sus partes y piezas sueltas."
"catalogos_fraccionarancelaria10215","8708309904","Tubos  preformados,  para  sistemas  de  frenos,  de  hierro  o  acero,  soldado  por  procedimiento brazing, con diferentes tipos de recubrimiento, cuyo diámetro exterior sea igual o superior a 3.175 mm, sin exceder de 9.525 mm, y espesor de pared igual o superior a 0.450 mm pero inferior o igual a 2.03 mm, con sus terminales de conexión y resortes o adaptaciones."
"catalogos_fraccionarancelaria10216","8708309999","Los demás."
"catalogos_fraccionarancelaria10217","8708400100","Reconocibles   como   concebidas   exclusivamente   para   lo   comprendido   en   las   fracciones arancelarias 8701.91.01, 8701.92.01, 8701.93.01, 8701.94.01, 8701.95.01 y 8701.94.05."
"catalogos_fraccionarancelaria10218","8708400200","Cajas de velocidades mecánicas, con peso inferior a 120 kg."
"catalogos_fraccionarancelaria10219","8708400300","Cajas de velocidades automáticas."
"catalogos_fraccionarancelaria10220","8708400400","Cajas de velocidades mecánicas con peso igual o superior a 120 kg."
"catalogos_fraccionarancelaria10221","8708400500","Reconocibles  como  concebidas  exclusivamente  para  lo  comprendido  en  la  fracción  arancelaria 8701.30.01."
"catalogos_fraccionarancelaria10222","8708400700","Partes  reconocibles  como  concebidas  exclusivamente  para  lo  comprendido  en  las  fracciones arancelarias 8708.40.02 y 8708.40.04, excepto engranes."
"catalogos_fraccionarancelaria10223","8708400800","Forja de flecha, para ser utilizada en cajas de velocidad de uso automotriz."
"catalogos_fraccionarancelaria10224","8708409901","Engranes."
"catalogos_fraccionarancelaria10225","8708409999","Las demás."
"catalogos_fraccionarancelaria10226","8708500100","Para trolebuses."
"catalogos_fraccionarancelaria10227","8708500200","Reconocibles   como   concebidas   exclusivamente   para   lo   comprendido   en   las   fracciones arancelarias 8701.91.01, 8701.92.01, 8701.93.01, 8701.94.01, 8701.95.01 y 8701.94.05."
"catalogos_fraccionarancelaria10228","8708500300","Reconocibles  como  concebidos  exclusivamente  para  lo  comprendido  en  la  fracción  arancelaria 8701.30.01."
"catalogos_fraccionarancelaria10229","8708500400","Ejes   con   diferencial   traseros   sin   acoplar   a   las   masas,   reconocibles   como   concebidos exclusivamente para lo comprendido en la partida 87.03."
"catalogos_fraccionarancelaria10230","8708500500","Acoplados a las masas, con o sin mecanismos de frenos y tambores, excepto lo comprendido en las fracciones arancelarias 8708.50.04 y 8708.50.08."
"catalogos_fraccionarancelaria10231","8708500600","Conjunto  diferencial  integral  compuesto  de  caja  de  velocidades,  diferencial  con  o  sin  flecha (semieje),   y   sus   partes   componentes,   excepto   lo   comprendido   en   la   fracción   arancelaria 8708.50.08."
"catalogos_fraccionarancelaria10232","8708500700","Ejes con diferencial delanteros, excepto lo comprendido en las fracciones arancelarias 8708.50.06 y 8708.50.08."
"catalogos_fraccionarancelaria10233","8708500800","Los   demás   ejes   con   diferencial   reconocibles   como   concebidos   exclusivamente   para   lo comprendido  en  la  partida  87.03,  excepto  los  comprendidos  en  las  fracciones  arancelarias 8708.50.04 y 8708.50.05."
"catalogos_fraccionarancelaria10234","8708500900","Los demás ejes con diferencial, excepto los comprendidos en la fracción arancelaria 8708.50.08."
"catalogos_fraccionarancelaria10235","8708501000","Ejes  portadores  delanteros,  y  sus  partes,  excepto  lo  comprendido  en  la  fracción  arancelaria 8708.50.13."
"catalogos_fraccionarancelaria10236","8708501300","Ejes portadores reconocibles como concebidos exclusivamente para lo comprendido en la partida 87.03."
"catalogos_fraccionarancelaria10237","8708501400","Vigas, muñones, brazos en forja para ejes delanteros de vehículos con capacidad de carga igual o superior a 2,724 kg (6,000 libras), pero inferior o igual a 8,172 kg (18,000 libras)."
"catalogos_fraccionarancelaria10238","8708501500","Corona en forja para ejes traseros de vehículos con capacidad de carga igual o superior a 8,626 kg (19,000 libras), pero inferior o igual a 20,884 kg (46,000 libras)."
"catalogos_fraccionarancelaria10239","8708501600","Fundiciones (esbozos) de mazas para eje delantero de vehículos con capacidad de carga superior a 2,724 kg (6,000 libras), pero inferior o igual a 8,172 kg (18,000 libras)."
"catalogos_fraccionarancelaria10240","8708501800","Forjas para la fabricación de flechas de velocidad constante (homocinéticas)."
"catalogos_fraccionarancelaria10241","8708502000","Reconocibles como concebidos exclusivamente para ejes cardán, excepto lo comprendido en las fracciones arancelarias 8708.50.22 y 8708.50.23."
"catalogos_fraccionarancelaria10242","8708502200","Ensamble de toma de fuerza para control de tracción delantera-trasera (PTU)."
"catalogos_fraccionarancelaria10243","8708502300","Ensamble diferencial hidráulico para estabilización de revoluciones (""Geromatic"")."
"catalogos_fraccionarancelaria10244","8708502400","Forjas o fundiciones de yugos, con peso unitario superior a 6.4 kg pero inferior o igual a 14 kg, para utilizarse en el eje trasero motriz."
"catalogos_fraccionarancelaria10245","8708502500","Forjas de flechas de entrada y salida para diferencial de eje trasero; forjas de flechas semi-eje para vehículos con capacidad de carga superior a 8,626 kg (19,000 libras), pero inferior o igual a 20,884 kg (46,000 libras)."
"catalogos_fraccionarancelaria10246","8708502600","Conjuntos compuestos de las siguientes fundiciones: de portadiferencial, de caja para baleros, de caja diferencial, de caja cambiador y de caja piñón, todos ellos para integrar portadiferenciales de eje trasero de vehículos de carga."
"catalogos_fraccionarancelaria10247","8708502700","Fundiciones de mazas para eje diferencial trasero para vehículos con capacidad de carga superior a 8,626 kg (19,000 libras), pero inferior o igual a 20,884 kg (46,000 libras)."
"catalogos_fraccionarancelaria10248","8708502800","Placas troqueladas  (preformas),  de  acero,  para  la fabricación de fundas para  ejes traseros con diferencial, de vehículos con capacidad de carga superior a 8,626 kg (19,000 libras), pero inferior o igual a 20,884 kg (46,000 libras)."
"catalogos_fraccionarancelaria10249","8708502900","Forjas de crucetas para eje trasero motriz para vehículos con capacidad de carga igual o superior a 8,846 kg (19,501 libras), pero inferior o igual a 20,884 kg (46,000 libras)."
"catalogos_fraccionarancelaria10250","8708503000","Forjas de piñón para ejes traseros motriz, para vehículos con capacidad de carga igual o superior a 7,258 kg (16,000 libras), pero inferior o igual a 20,884 kg (46,000 libras)."
"catalogos_fraccionarancelaria10251","8708509901","Fundas para ejes traseros."
"catalogos_fraccionarancelaria10252","8708509902","Flechas  semiejes,  acoplables  al  mecanismo  diferencial,  incluso  las  de  velocidad  constante (homocinéticas) y sus partes componentes."
"catalogos_fraccionarancelaria10253","8708509903","Juntas universales, tipo cardán para cruceta."
"catalogos_fraccionarancelaria10254","8708509904","Ejes cardánicos."
"catalogos_fraccionarancelaria10255","8708509999","Los demás."
"catalogos_fraccionarancelaria10256","8708700600","Tapones   o   polveras   y   arillos   para   ruedas,   excepto   las   reconocidas   como   concebidas exclusivamente para trolebuses y lo comprendido en la fracción arancelaria 8701.30.01."
"catalogos_fraccionarancelaria10257","8708709901","Reconocibles   como   concebidas   exclusivamente   para   lo   comprendido   en   los   números   de identificación     comercial     8701.91.01.00,     8701.92.01.00,     8701.93.01.00,     8701.94.01.00,
8701.95.01.00 y 8701.94.05.00."
"catalogos_fraccionarancelaria10258","8708709902","Ruedas, de aleaciones metálicas de rayos o deportivos de cama ancha."
"catalogos_fraccionarancelaria10259","8708709903","Rims  (camas)  sin  neumáticos,  con  diámetro  exterior  inferior  o  igual  a  70  cm,  excepto  lo comprendido en el número de identificación comercial 8708.70.99.02."
"catalogos_fraccionarancelaria10260","8708709904","Rines de aluminio y de aleaciones de aluminio con diámetro superior a 57.15 cm (22.5 pulgadas)."
"catalogos_fraccionarancelaria10261","8708709999","Los demás."
"catalogos_fraccionarancelaria10262","8708800100","Para trolebuses."
"catalogos_fraccionarancelaria10263","8708800200","Reconocibles   como   concebidas   exclusivamente   para   lo   comprendido   en   las   fracciones arancelarias 8701.91.01, 8701.92.01, 8701.93.01, 8701.94.01, 8701.95.01 y 8701.94.05."
"catalogos_fraccionarancelaria10264","8708800300","Reconocibles  como  concebidos  exclusivamente  para  lo  comprendido  en  la  fracción  arancelaria 8701.30.01."
"catalogos_fraccionarancelaria10265","8708800400","Cartuchos para amortiguadores (""Mc Pherson Struts"")."
"catalogos_fraccionarancelaria10266","8708800500","Partes  reconocibles  como  concebidos  exclusivamente para  sistemas  de suspensión,  excepto  lo comprendido en las fracciones arancelarias 8708.80.07, 8708.80.10 y 8708.80.12."
"catalogos_fraccionarancelaria10267","8708800600","Horquillas de levante hidráulico."
"catalogos_fraccionarancelaria10268","8708800700","Horquillas, brazos, excéntricos o pernos, para el sistema de suspensión delantera."
"catalogos_fraccionarancelaria10269","8708800800","Partes componentes de barras de torsión."
"catalogos_fraccionarancelaria10270","8708800900","Barras de torsión."
"catalogos_fraccionarancelaria10271","8708801000","Rótulas, para el sistema de suspensión delantera."
"catalogos_fraccionarancelaria10272","8708801100","Partes reconocibles como concebidos exclusivamente para amortiguadores."
"catalogos_fraccionarancelaria10273","8708801200","Bujes para suspensión."
"catalogos_fraccionarancelaria10274","8708809900","Los demás."
"catalogos_fraccionarancelaria10275","8708910100","Reconocibles   como   concebidas   exclusivamente   para   lo   comprendido   en   las   fracciones arancelarias 8701.91.01, 8701.92.01, 8701.93.01, 8701.94.01, 8701.95.01 y 8701.94.05."
"catalogos_fraccionarancelaria10276","8708910200","Aspas para radiadores."
"catalogos_fraccionarancelaria10277","8708910300","Radiadores de aceites lubricantes para motores de émbolo (pistón) de encendido por compresión (motores Diesel o semi-Diesel)."
"catalogos_fraccionarancelaria10278","8708919900","Los demás."
"catalogos_fraccionarancelaria10279","8708920301","Reconocibles   como   concebidas   exclusivamente   para   lo   comprendido   en   los   números   de identificación     comercial     8701.91.01.00,     8701.92.01.00,     8701.93.01.00,     8701.94.01.00,
8701.95.01.00 y 8701.94.05.00."
"catalogos_fraccionarancelaria10280","8708920399","Los demás."
"catalogos_fraccionarancelaria10281","8708930501","Reconocibles   como   concebidas   exclusivamente   para   lo   comprendido   en   los   números   de identificación     comercial     8701.91.01.00,     8701.92.01.00,     8701.93.01.00,     8701.94.01.00,
8701.95.01.00 y 8701.94.05.00."
"catalogos_fraccionarancelaria10282","8708930502","Embragues  completos  (discos  y  plato  opresor),  excepto  lo  comprendido  en  los  números  de identificación comercial 8708.93.05.01, 8701.30.01.00 y lo reconocido como exclusivamente para trolebuses."
"catalogos_fraccionarancelaria10283","8708930599","Los demás."
"catalogos_fraccionarancelaria10284","8708941201","Reconocibles   como   concebidas   exclusivamente   para   lo   comprendido   en   los   números   de identificación     comercial     8701.91.01.00,     8701.92.01.00,     8701.93.01.00,     8701.94.01.00,
8701.95.01.00 y 8701.94.05.00."
"catalogos_fraccionarancelaria10285","8708941202","Volante de dirección con diámetro exterior inferior a 54.5 cm."
"catalogos_fraccionarancelaria10286","8708941203","Cajas de dirección mecánica."
"catalogos_fraccionarancelaria10287","8708941204","Columnas para el sistema de dirección."
"catalogos_fraccionarancelaria10288","8708941205","Cajas de dirección hidráulica."
"catalogos_fraccionarancelaria10289","8708941206","Semiejes y ejes de dirección, y sus partes."
"catalogos_fraccionarancelaria10290","8708941207","Mecanismos de ajuste; para volantes de dirección."
"catalogos_fraccionarancelaria10291","8708941291","Las  demás  partes  reconocibles  como  concebidas  exclusivamente  para  sistemas  de  dirección, excepto lo comprendido en el número de identificación comercial 8708.94.12.06."
"catalogos_fraccionarancelaria10292","8708941299","Los demás."
"catalogos_fraccionarancelaria10293","8708950201","Bolsa de aire para dispositivos de seguridad."
"catalogos_fraccionarancelaria10294","8708950202","Módulos de seguridad por bolsa de aire."
"catalogos_fraccionarancelaria10295","8708950299","Los demás."
"catalogos_fraccionarancelaria10296","8708990400","Tanques  de  combustible,  excepto  los  reconocidos  como  exclusivamente  para  trolebuses  o  lo comprendido en la fracción arancelaria 8701.30.01."
"catalogos_fraccionarancelaria10297","8708990700","Bastidores   (""chasis""),   excepto   los   reconocidos   como   exclusivamente   para   trolebuses   o   lo comprendido en la fracción arancelaria 8701.30.01."
"catalogos_fraccionarancelaria10298","8708990800","Perchas  o  columpios,  excepto  los  reconocidos  como  exclusivamente  para  trolebuses  o  lo comprendido en la fracción arancelaria 8701.30.01."
"catalogos_fraccionarancelaria10299","8708990900","Uniones  de  ballestas  (abrazaderas  o  soportes),  excepto  los  reconocidos  como  exclusivamente para trolebuses o lo comprendido en la fracción arancelaria 8701.30.01."
"catalogos_fraccionarancelaria10300","8708999901","Mecanismos de cambio de diferencial (dual)."
"catalogos_fraccionarancelaria10301","8708999902","Reconocibles   como   concebidas   exclusivamente   para   lo   comprendido   en   los   números   de identificación     comercial     8701.91.01.00,     8701.92.01.00,     8701.93.01.00,     8701.94.01.00,
8701.95.01.00 y 8701.94.05.00."
"catalogos_fraccionarancelaria10302","8708999903","Acoplamientos o dispositivos de enganche para tractocamiones."
"catalogos_fraccionarancelaria10303","8708999904","Engranes."
"catalogos_fraccionarancelaria10304","8708999905","Ejes de rueda de doble pestaña que incorporen bolas de rodamiento."
"catalogos_fraccionarancelaria10305","8708999906","Elementos para el control de vibración que incorporen partes de hule."
"catalogos_fraccionarancelaria10306","8708999907","Tubos  preformados,  para  sistemas  de  combustibles,  aceites  de  evaporación  del  tanque  de gasolina  y  de  anticontaminantes,  de  hierro  o  acero,  soldado  por  procedimiento  ""brazing"",  con diferentes  tipos  de recubrimiento, cuyo  diámetro exterior sea  igual  o superior  a  3.175  mm  pero inferior o igual a 9.525 mm con sus terminales de conexión y resortes."
"catalogos_fraccionarancelaria10307","8708999908","Tubos  preformados,  para  combustibles,  aceites  de  evaporación  del  tanque  de  gasolina  y  de anticontaminantes, incluso con recubrimientos, cuyo diámetro exterior sea igual o superior a 3.175 mm, sin exceder de 63.500 mm, y espesor de pared igual o superior a 0.450 mm pero inferior o igual a 2.032 mm, con sus terminales de conexión y resortes."
"catalogos_fraccionarancelaria10308","8708999999","Los demás."
"catalogos_fraccionarancelaria10309","8709110100","Eléctricas."
"catalogos_fraccionarancelaria10310","8709199900","Las demás."
"catalogos_fraccionarancelaria10311","8709900100","Partes."
"catalogos_fraccionarancelaria10312","8710000100","Tanques y demás vehículos automóviles blindados de combate, incluso con su armamento; sus partes."
"catalogos_fraccionarancelaria10313","8711100300","Con motor de émbolo (pistón) alternativo de cilindrada inferior o igual a 50 cm³."
"catalogos_fraccionarancelaria10314","8711200501","Motociclos de tres ruedas (trimotos) que no presenten una dirección tipo automóvil o, al mismo tiempo, diferencial y reversa."
"catalogos_fraccionarancelaria10315","8711200502","Motocicletas, excepto los ciclomotores o los velocípedos."
"catalogos_fraccionarancelaria10316","8711200599","Los demás."
"catalogos_fraccionarancelaria10317","8711300401","Motocicletas."
"catalogos_fraccionarancelaria10318","8711300499","Los demás."
"catalogos_fraccionarancelaria10319","8711400100","Motociclos de tres ruedas (trimotos) que no presenten una dirección tipo automóvil o, al mismo tiempo, diferencial y reversa."
"catalogos_fraccionarancelaria10320","8711400200","Esbozo  de motocicleta conteniendo conjunto formado con  bastidor (cuadro)  y motor  de  émbolo (pistón) alternativo de cilindrada superior a 500 cm³ pero inferior o igual a 550 cm³, ensamblado o sin ensamblar."
"catalogos_fraccionarancelaria10321","8711409901","Motocicletas, excepto los ciclomotores o los velocípedos."
"catalogos_fraccionarancelaria10322","8711409999","Los demás."
"catalogos_fraccionarancelaria10323","8711500301","Motociclos de tres ruedas (trimotos) que no presenten una dirección tipo automóvil o, al mismo tiempo, diferencial y reversa."
"catalogos_fraccionarancelaria10324","8711500302","Motocicletas, excepto los ciclomotores o los velocípedos."
"catalogos_fraccionarancelaria10325","8711500399","Los demás."
"catalogos_fraccionarancelaria10326","8711600100","Propulsados con motor eléctrico."
"catalogos_fraccionarancelaria10327","8711900100","Sidecares para motociclos y velocípedos de cualquier clase, presentados aisladamente."
"catalogos_fraccionarancelaria10328","8711909900","Los demás."
"catalogos_fraccionarancelaria10329","8712000501","Bicicletas de carreras."
"catalogos_fraccionarancelaria10330","8712000502","Bicicletas para niños."
"catalogos_fraccionarancelaria10331","8712000503","Bicicletas,  excepto  lo  comprendido  en  los  números  de  identificación  comercial  8712.00.05.01  y 8712.00.05.02."
"catalogos_fraccionarancelaria10332","8712000599","Los demás."
"catalogos_fraccionarancelaria10333","8713100100","Sin mecanismo de propulsión."
"catalogos_fraccionarancelaria10334","8713909900","Los demás."
"catalogos_fraccionarancelaria10335","8714100100","Sillines (asientos)."
"catalogos_fraccionarancelaria10336","8714100200","Reconocibles  como  concebidos  exclusivamente  para  motocicletas  con  capacidad  de  cilindrada igual o superior a 550 cm³, excepto lo comprendido en la fracción arancelaria 8714.10.01."
"catalogos_fraccionarancelaria10337","8714100300","Bastidor   (cuadro,   armazón,   chasis),   excepto   los   comprendidos   en   la   fracción   arancelaria 8714.10.02."
"catalogos_fraccionarancelaria10338","8714109900","Los demás."
"catalogos_fraccionarancelaria10339","8714200100","De sillones de ruedas y demás vehículos para personas con discapacidad."
"catalogos_fraccionarancelaria10340","8714910101","Cuadros, incluso combinados con horquilla (Tijera)."
"catalogos_fraccionarancelaria10341","8714910102","Partes para cuadro."
"catalogos_fraccionarancelaria10342","8714910103","Horquillas (Tijera) y sus partes."
"catalogos_fraccionarancelaria10343","8714920100","Llantas y radios."
"catalogos_fraccionarancelaria10344","8714930100","Bujes sin frenos y piñones libres."
"catalogos_fraccionarancelaria10345","8714940100","Masas de freno de contra pedal."
"catalogos_fraccionarancelaria10346","8714949900","Los demás."
"catalogos_fraccionarancelaria10347","8714950100","Sillines (asientos)."
"catalogos_fraccionarancelaria10348","8714960100","Pedales y mecanismos de pedal, y sus partes."
"catalogos_fraccionarancelaria10349","8714999900","Los demás."
"catalogos_fraccionarancelaria10350","8715000100","Coches, sillas y vehículos similares para transporte de niños."
"catalogos_fraccionarancelaria10351","8715000200","Partes   reconocibles  como  concebidas   exclusivamente  para  lo  comprendido  en  la  fracción arancelaria 8715.00.01."
"catalogos_fraccionarancelaria10352","8716100100","Remolques y semirremolques para vivienda o acampar, del tipo caravana."
"catalogos_fraccionarancelaria10353","8716200401","Remolques o semirremolques tipo tolvas cerradas con descarga neumática para el transporte de productos a granel."
"catalogos_fraccionarancelaria10354","8716200402","Abiertos de volteo con pistón hidráulico."
"catalogos_fraccionarancelaria10355","8716200499","Los demás."
"catalogos_fraccionarancelaria10356","8716310301","Tanques térmicos para transporte de leche."
"catalogos_fraccionarancelaria10357","8716310302","Tipo tanques de acero, incluso criogénicos o tolvas."
"catalogos_fraccionarancelaria10358","8716310399","Las demás."
"catalogos_fraccionarancelaria10359","8716390300","Reconocibles como concebidos exclusivamente para el transporte de lanchas, yates y veleros de más de 4.5 m de eslora."
